model,split,eval_set,log_loss,accuracy,auc,brier,apre,contested_log_loss,contested_accuracy,contested_n,n,fit_seconds,git_rev,run_utc
gb_spatial_tfidf,randomrc108_119,test,1.053810150687939,0.6633179333531551,0.6871656932229515,0.2487570663369944,-0.112584908690682,1.3215668597061856,0.5653373432893124,406322,699568,22.5,none,20260703T190438Z
gb_spatial_emb2,randomrc108_119,val,0.9872966945543148,0.6499077681312185,0.6752675088621386,0.2460868783239175,-0.1753141796897415,1.306681656652612,0.538052828912691,402204,702035,17.5,none,20260703T190516Z
gb_spatial_emb2,randomrc108_119,test,0.9438207922563324,0.6469321066715459,0.6700716674473504,0.2463665481653423,-0.1667327986093397,1.228619081089845,0.5451489212988714,406322,699568,17.5,none,20260703T190516Z
kraft_bilinear_16d,randomrc108_119,val,0.5265679384252976,0.7232744806170632,0.7864601923065149,0.1779937782343344,0.0709893073700721,0.6357753354014821,0.653011904406719,402204,702035,14.3,none,20260703T190547Z
kraft_bilinear_16d,randomrc108_119,test,0.5221016028687921,0.7301105825309334,0.7935510417937431,0.1760171150829779,0.1081351736908237,0.6124934815497313,0.67414021391901,406322,699568,14.3,none,20260703T190547Z
nominate_context_logit,randomrc108_119,val,0.5667529965624353,0.6751159130242794,0.7372511805175661,0.1944652194586421,-0.090686508923277,0.6810012121130776,0.5769211643842428,402204,702035,38.7,none,20260703T190617Z
nominate_context_logit,randomrc108_119,test,0.5871927443600491,0.655267250646113,0.7132146789040061,0.2034034508800071,-0.1391888444860131,0.6951352915792448,0.5630312904543687,406322,699568,38.7,none,20260703T190617Z
gb_spatial_tfidf_tcal,forecast108_119,val,0.6229492379221274,0.6548687932016697,0.6891096070864781,0.2156042290365247,-0.1027592594290744,0.731777403793473,0.5614320703068723,416460,696877,20.4,none,20260703T190733Z
gb_spatial_tfidf_tcal,forecast108_119,test,0.5659282317327884,0.7252647780303503,0.6893763483227614,0.1898398717288322,-0.0425120826131472,0.7418557576958382,0.5709668289369411,353320,689351,20.4,none,20260703T190733Z
gb_spatial_emb2_tcal,forecast108_119,val,0.6127679733205034,0.6489724872538483,0.6893856369806105,0.213233492600638,-0.1215990683258292,0.7197280825880753,0.5567833645488162,416460,696877,15.1,none,20260703T190808Z
gb_spatial_emb2_tcal,forecast108_119,test,0.5561337997300032,0.7127254475586458,0.6994400404436479,0.1882193487073737,-0.0900939086014994,0.7293623960287637,0.558383335220197,353320,689351,15.1,none,20260703T190808Z
gb_spatial_tfidf_tcal,randomrc108_119,val,0.7061716257190515,0.6385607555178873,0.6879678354308106,0.2233296788242531,-0.2134078693165516,0.8594489562549228,0.5195000546986106,402204,702035,24.1,none,20260703T190838Z
gb_spatial_tfidf_tcal,randomrc108_119,test,0.6846651060816743,0.6344701301374562,0.6871351630446243,0.2228584654346324,-0.207914104053888,0.8050007917435638,0.5280885603043891,406322,699568,24.1,none,20260703T190838Z
gb_spatial_emb2_tcal,randomrc108_119,val,0.6686376592583186,0.6294757383891116,0.6752668102478157,0.2247656355663238,-0.2439076875992272,0.7897512086268493,0.5032844029398017,402204,702035,17.6,none,20260703T190916Z
gb_spatial_emb2_tcal,randomrc108_119,test,0.6621732161855897,0.6229959060448734,0.6700715849191381,0.2257627983119989,-0.2458313257565021,0.7696945643940731,0.5074792898243266,406322,699568,17.6,none,20260703T190916Z
majority_question_rate,congressout118,val,0.6115789939641293,0.6268068998805986,0.6555573254300494,0.2066142617574331,-0.2159589437960433,0.764612082040043,0.4786656403428476,288408,511719,25.6,none,20260703T191426Z
majority_question_rate,congressout118,test,0.6173932372297876,0.5514355237828658,0.6638110256573796,0.2189812968614218,-0.280763516727057,0.6486060692638109,0.4866786808908065,380105,582331,25.6,none,20260703T191426Z
member_pooled_question_rate,congressout118,val,0.6446542245150255,0.6593677389348451,0.6248636486629666,0.2177934195038213,-0.1098673696140793,0.8191050068778193,0.5092819894039,288408,511719,50.9,none,20260703T191426Z
member_pooled_question_rate,congressout118,test,0.7398606597906379,0.5330954388483525,0.58199507150477,0.25256396699983,-0.3331290358958769,0.8373096066192619,0.4604517172886439,380105,582331,50.9,none,20260703T191426Z
majority_question_rate,forecast108_119,val,0.5724452215548984,0.6333642809276242,0.7128446131016329,0.1973784852527886,-0.1714702295256348,0.6530020763946724,0.5617946501464727,416460,696877,25.1,none,20260703T191611Z
majority_question_rate,forecast108_119,test,0.4827820600172385,0.7395187647511935,0.7822104177581657,0.1610325278505656,0.0115761892704193,0.5677652315356758,0.6486244763953357,353320,689351,25.1,none,20260703T191611Z
member_pooled_question_rate,forecast108_119,val,0.592465881002459,0.6443777022343972,0.707348324672448,0.2055852933012299,-0.136280272533035,0.6983097866134611,0.5526028910339529,416460,696877,51.4,none,20260703T191611Z
member_pooled_question_rate,forecast108_119,test,0.5409612339990579,0.7173167225404765,0.722453013813671,0.1828641122383334,-0.0726718263186286,0.699361411282739,0.5881240801539681,353320,689351,51.4,none,20260703T191611Z
majority_question_rate,randomrc108_119,val,0.5296181025816,0.6866666191856531,0.7585807678686249,0.1817630364453866,-0.0519089883127068,0.602647744270425,0.6199217312607532,402204,702035,25.5,none,20260703T191802Z
majority_question_rate,randomrc108_119,test,0.5331681490952428,0.676591839535256,0.7540229955974993,0.18376900997114,-0.068720535857684,0.5920380556404472,0.6142788231993345,406322,699568,25.5,none,20260703T191802Z
member_pooled_question_rate,randomrc108_119,val,0.5752125318582403,0.668233065303012,0.7202072287249475,0.1982609778897449,-0.11379330132558,0.6979180923852366,0.5696735984724169,402204,702035,51.0,none,20260703T191802Z
member_pooled_question_rate,randomrc108_119,test,0.5820428433205118,0.6563250463142968,0.7128639857667501,0.2012279657863188,-0.1356932989447231,0.6924864175916814,0.5644341187531071,406322,699568,51.0,none,20260703T191802Z
emb2maj_mlp_mq_16d_tcal,congressout118,val,0.6266764364678348,0.6433315940975418,0.6239643375008511,0.2193092703996035,-0.1621172470439915,0.7974710324346054,0.485482372194946,288408,511719,126.3,none,20260703T192151Z
emb2maj_mlp_mq_16d_tcal,congressout118,test,0.6964464819279981,0.5889863325153564,0.5919518456734967,0.2483871052072418,-0.1735465871704478,0.7739230005986736,0.5246602912353165,380105,582331,126.3,none,20260703T192151Z
emb2maj_mlp_mq_16d_tcal,forecast108_119,val,0.4331867286364333,0.7778847630213079,0.869069428105578,0.1426948625845125,0.2902999513988867,0.4452459046892801,0.7786654180473515,416460,696877,124.4,none,20260703T192421Z
emb2maj_mlp_mq_16d_tcal,forecast108_119,test,0.3604607268267361,0.8437080674431457,0.9014824697229564,0.1105033206496086,0.4069336034260676,0.3802083694367695,0.8316342126117967,353320,689351,124.4,none,20260703T192421Z
emb2ctx_mlp_mq_16d_tcal,forecast108_119,val,0.4716803853541718,0.7415010109388027,0.8371698251310745,0.1585868598867574,0.1740470055295228,0.524209148486688,0.7103851510349133,416460,696877,76.2,none,20260703T195428Z
emb2ctx_mlp_mq_16d_tcal,randomrc108_119,val,0.4104338739654234,0.7971639590618701,0.8815491162350915,0.1350614709396631,0.3190478012203753,0.471683626034058,0.7595324760569263,402204,702035,76.5,none,20260703T195601Z
ctx_stack_16d_tcal,forecast108_119,val,0.4259671943492265,0.7810144401379296,0.8744595188374144,0.1400270362391722,0.3002998596986731,0.4408573712845767,0.7740911492100082,416460,696877,79.2,none,20260703T200033Z
ctx_stack_16d_tcal,randomrc108_119,val,0.4250672962590064,0.7871587598908887,0.8710601850405387,0.1400729068112561,0.28545878842365,0.4934870405090054,0.7444580362204255,402204,702035,80.8,none,20260703T200209Z
emb2_mlp_mq_16d_bcal,forecast108_119,val,0.4305852687634908,0.7796899596341965,0.8717503352647451,0.1414771419351184,0.2960678948381949,0.4417686012303932,0.7727392786822264,416460,696877,104.7,none,20260703T200450Z
emb2_mlp_mq_16d_bcal,randomrc108_119,val,0.4464678336616048,0.7639262999707992,0.8653809013351771,0.1490436184329707,0.2074637999961743,0.5214891874988999,0.7162285805213275,402204,702035,106.0,none,20260703T200654Z
blend_mlp_tfidf_tcal,forecast108_119,val,0.4199657654917443,0.7870872478213515,0.8778770557528277,0.1381578537440757,0.319703624909446,0.4383306861864215,0.7800677135859386,416460,696877,152.8,none,20260703T200900Z
blend_mlp_tfidf_tcal,randomrc108_119,val,0.4197099082966347,0.7889279024550058,0.874488583820245,0.1388963186204057,0.2913980757091757,0.4860194430765144,0.7487518771568656,402204,702035,152.9,none,20260703T201202Z
emb2_mlp_mqr_16d_tcal,forecast108_119,val,0.4714376611055625,0.7507393700753504,0.8390167539893878,0.1577444484160874,0.203565304307159,0.5129172386837908,0.7272919368006531,416460,696877,74.9,none,20260703T201522Z
emb2_mlp_mqr_16d_tcal,randomrc108_119,val,0.3944033075734753,0.8062290341649633,0.8967651334689165,0.1279473110153415,0.3494806710151303,0.4378011485954482,0.7776252846814055,402204,702035,72.4,none,20260703T201653Z
blend3_mlp_tfidf_emb3_tcal,forecast108_119,val,0.4020046425920583,0.7985483808476962,0.8889900656468128,0.1317688346711673,0.3563241052351652,0.4182951603452617,0.795440138308601,416460,696877,236.1,none,20260703T201835Z
blend3_mlp_tfidf_emb3_tcal,randomrc108_119,val,0.398396640607038,0.8050852165490324,0.8889101022155254,0.1300090305455386,0.3456406970293999,0.4536711339712062,0.7788634623226025,402204,702035,237.6,none,20260703T202308Z
emb4_mlp_mq_16d_tcal,forecast108_119,val,0.4805335060631797,0.739470523492668,0.8305096135459438,0.1617489675212191,0.1675592154129719,0.535238276504741,0.7044374009508716,416460,696877,71.7,none,20260703T202802Z
emb4_mlp_mq_16d_tcal,randomrc108_119,val,0.4276435843249402,0.7840990833790338,0.8723955825683226,0.141058984524508,0.2751869775626925,0.4986272915196538,0.7390950860757227,402204,702035,72.0,none,20260703T202930Z
emb4_mlp_mq_16d_tcal,forecast108_119,val,0.4665108670291684,0.7496315705641025,0.8418304157111477,0.1566006498223068,0.2000256760598252,0.5073334442325127,0.7253877923450032,416460,696877,71.5,none,20260703T203301Z
emb4_mlp_mq_16d_tcal,randomrc108_119,val,0.4207521380479394,0.7882071406696247,0.8747961759947209,0.1387465513164211,0.2889783660743319,0.4882558650449293,0.7465937683364661,402204,702035,71.8,none,20260703T203428Z
emb4_mlp_mq_16d_tcal,forecast108_119,val,0.4685770078609925,0.7474489759311902,0.8419664236259743,0.1564556164950512,0.1930518748108683,0.5163295061926805,0.7200403400086443,416460,696877,71.3,none,20260703T203628Z
emb4_mlp_mq_16d_tcal,randomrc108_119,val,0.4244486336465382,0.786117501264182,0.8734025171437467,0.1399399370897202,0.2819631209472255,0.4945181758268738,0.7441124404531034,402204,702035,71.9,none,20260703T203755Z
emb_placebo_mlp_mq_16d_tcal,forecast108_119,val,0.4271744180180112,0.7817649312575964,0.8739444615094881,0.140274290453739,0.3026978202859213,0.4434400865349082,0.7735172645632233,416460,696877,71.0,none,20260703T203942Z
emb2_mlp_mq_16d_tcal,forecast108_119,val,0.4269802170156227,0.7789595581429721,0.8732481181873846,0.1405017124723443,0.2937341244005098,0.4422609468548394,0.7710248283148442,416460,696877,71.5,none,20260703T204109Z
emb2_mlp_mq_16d_tcal,forecast108_119,val,0.4285839769461984,0.7812655604934586,0.8730653391891041,0.1409743531054291,0.3011022365682112,0.4455777599903219,0.772590404840801,416460,696877,72.2,none,20260703T220935Z
emb2_mlp_mq_16d_tcal,forecast108_119,test,0.3483933033826293,0.8520782591161832,0.905805026508848,0.107455828537276,0.4386951878722491,0.3767905903949105,0.8403203894486584,353320,689351,72.2,none,20260703T220935Z
emb2_mlp_mq_16d_tcal,randomrc108_119,val,0.4274964334943639,0.7801662310283676,0.8698221327861533,0.1416831063268019,0.2619837793377838,0.4976345787310174,0.7358156557368898,402204,702035,71.9,none,20260703T221108Z
emb2_mlp_mq_16d_tcal,randomrc108_119,test,0.417295703252354,0.7912883379457036,0.8803905309856159,0.1371416199991668,0.3103005224423471,0.4612352846302243,0.7651911538139702,406322,699568,71.9,none,20260703T221108Z
emb2_mlp_mq_16d_tcal,congressout118,val,0.6047457942465112,0.6489635913460317,0.652268886770015,0.2110193328728606,-0.1437667538983655,0.7672501343075465,0.4902637929599733,288408,511719,71.8,none,20260703T221242Z
emb2_mlp_mq_16d_tcal,congressout118,test,0.6703179855473524,0.6159778545191652,0.6479069927012684,0.2360587411181148,-0.0964790562439017,0.7365554443144411,0.5639836361005511,380105,582331,71.8,none,20260703T221242Z
blend_mlp_tfidf_tcal,forecast108_119,val,0.4199847231396128,0.7872364850612088,0.8779064948717161,0.1381465538413369,0.3201804660204858,0.438369046603825,0.7803150362579839,416460,696877,151.6,none,20260703T221413Z
blend_mlp_tfidf_tcal,forecast108_119,test,0.3369136291914251,0.8561255441712567,0.911669859594677,0.1041867354791635,0.4540530423964858,0.3647033061934031,0.8444356390807201,353320,689351,151.6,none,20260703T221413Z
blend_mlp_tfidf_tcal,randomrc108_119,val,0.4197097770228509,0.7889293268854117,0.874488713993493,0.1388962818984168,0.2914028577440272,0.4860196124946909,0.7487518771568656,402204,702035,154.3,none,20260703T221731Z
blend_mlp_tfidf_tcal,randomrc108_119,test,0.4120129420030113,0.796055565720559,0.8832093045753848,0.1352137999805265,0.3260540959291065,0.4539403638650067,0.7720970068074089,406322,699568,154.3,none,20260703T221731Z
blend_mlp_tfidf_tcal,congressout118,val,0.5985573578954945,0.6515743992308278,0.6666345401325456,0.2083178073850164,-0.1352600714408511,0.7630706536300658,0.494424565199301,288408,511719,154.2,none,20260703T222052Z
blend_mlp_tfidf_tcal,congressout118,test,0.6541468763607101,0.6181707654237882,0.6876875219425067,0.2296275628531829,-0.0902177483807385,0.7282527068966798,0.5669012509701267,380105,582331,154.2,none,20260703T222052Z
blend3_mlp_tfidf_emb3_tcal,forecast108_119,val,0.4039442259981847,0.7967388793144271,0.888061431120667,0.1323716754315267,0.3505424067638077,0.4220575880229895,0.7929140853863517,416460,696877,237.7,none,20260703T222405Z
blend3_mlp_tfidf_emb3_tcal,forecast108_119,test,0.3240871369293231,0.8621297423228514,0.9186413787728352,0.0993875812701323,0.4768366122444486,0.3544823060628781,0.8510415487376882,353320,689351,237.7,none,20260703T222405Z
blend3_mlp_tfidf_emb3_tcal,randomrc108_119,val,0.3983962258361798,0.8050837921186266,0.8889102088864924,0.1300086586236095,0.3456359149945485,0.453668958247473,0.7788609760221181,402204,702035,235.7,none,20260703T222906Z
blend3_mlp_tfidf_emb3_tcal,randomrc108_119,test,0.390468109148984,0.8103858381172381,0.8957937584106654,0.1270089901135601,0.3734092905932035,0.4209252334186131,0.795187068384188,406322,699568,235.7,none,20260703T222906Z
blend3_mlp_tfidf_emb3_tcal,congressout118,val,0.5962888537759208,0.6490671638145153,0.6671850148409837,0.2083504327674859,-0.1434292882020719,0.7717391918455685,0.4839116806745999,288408,511719,239.2,none,20260703T223403Z
blend3_mlp_tfidf_emb3_tcal,congressout118,test,0.642996565182726,0.6206813650655727,0.7052334666429929,0.2257174421003065,-0.0830493598952689,0.7144115058771914,0.5718893463648203,380105,582331,239.2,none,20260703T223403Z
emb2_mlp_mq_16d_tcal,randomrc108_119,val,0.4274964333547463,0.7801662310283676,0.8698221331381156,0.1416831062964101,0.2619837793377838,0.4976345802611533,0.7358156557368898,402204,702035,70.9,none,20260703T223911Z
emb2_mlp_mq_16d_tcal,randomrc108_119,val,0.4274964341816155,0.7801662310283676,0.8698221325661769,0.1416831065510725,0.2619837793377838,0.4976345801064932,0.7358156557368898,402204,702035,71.5,none,20260703T224038Z
emb2_mlp_mq_16d_tcal,randomrc108_119,val,0.4274964343567901,0.7801662310283676,0.8698221325661769,0.141683106870641,0.2619837793377838,0.497634582384103,0.7358156557368898,402204,702035,71.0,none,20260703T224205Z
meta_tower_8d,randomrc108_119,val,0.5511218569051477,0.6869871160269787,0.75142705562753,0.1895724824667725,-0.050833030471126,0.6665108340629746,0.5921572137522252,402204,702035,16.8,none,20260703T224529Z
emb2_mlp_mq_16d_tcal,randomrc108_119,val,0.4273385901858197,0.7800907362168553,0.8696470898515383,0.1417133418703444,0.2617303314906559,0.4974674067789109,0.7359399707611063,402204,702035,69.8,none,20260703T224529Z
constant_rate,congressout118,val,0.633004070666079,0.6752807693284791,0.5,0.2204684931954363,-0.0580186306533463,0.7246499773112901,0.5169031372222684,288408,511719,0.0,67d3d61,20260703T230637Z
constant_rate,congressout118,test,0.6932134390667254,0.5712301079626535,0.5,0.2497603598365005,-0.2242450392496237,0.7353589260323963,0.4983964957051341,380105,582331,0.0,67d3d61,20260703T230637Z
nominate_context_logit,congressout118,val,0.6359226635405439,0.6299257991202203,0.5924459968306149,0.2204966520305402,-0.2057967692435038,0.7912228643748843,0.4753266206207872,288408,511719,37.9,67d3d61,20260703T230649Z
nominate_context_logit,congressout118,test,0.6500802025035379,0.6200975046837623,0.6088866998753859,0.2291331656047788,-0.084716426984913,0.7230034598078285,0.5454492837505426,380105,582331,37.9,67d3d61,20260703T230649Z
gb_spatial_tfidf_tcal,congressout118,val,0.6859348287537107,0.6259216484046909,0.5651619121984336,0.2393427211886354,-0.2188433204077604,0.906315876741312,0.4365447560400544,288408,511719,19.6,67d3d61,20260703T230745Z
gb_spatial_tfidf_tcal,congressout118,test,0.6713679293843748,0.6143327420315937,0.6139290742345288,0.2381538617621382,-0.1011762629258988,0.73095944412789,0.5593322897620394,380105,582331,19.6,67d3d61,20260703T230745Z
kraft_bilinear_16d,congressout118,val,0.6383978532198137,0.6737174113136312,0.6838781142508971,0.2129080239310372,-0.0631124524841932,0.8472264039359285,0.5392222129760617,288408,511719,13.9,67d3d61,20260703T230817Z
kraft_bilinear_16d,congressout118,test,0.7585267673363963,0.6426619912043151,0.6815574703784092,0.242485013905848,-0.0202891871086682,0.8922700363255579,0.5793267649728364,380105,582331,13.9,67d3d61,20260703T230817Z
gb_spatial_tfidf,forecast108_119,val,0.842443185338308,0.6549003626177934,0.6891096224687582,0.249554965792666,-0.1026583891940468,1.0781129197700725,0.5639437160831773,416460,696877,19.7,59a41a7,20260703T232326Z
gb_spatial_tfidf,forecast108_119,test,0.8027615514707909,0.724107167466211,0.6893763930803296,0.2202589646032954,-0.0469047592835203,1.2204892071388904,0.5763925053775614,353320,689351,19.7,59a41a7,20260703T232326Z
nominate_logit,regimeA_seed42,test,0.1638958922106691,0.9332590686107772,0.9819634195267496,0.0485734320425187,0.7574828507275136,0.1554792280706461,0.9385591212955976,569930,1058376,15.7,5191568,20260705T184123Z
ideal_point_8d,regimeA_seed42,test,0.1534358497546077,0.9377867600928216,0.9846220041933128,0.0454205860339474,0.7739351657934671,0.1464909453574365,0.9428807046479392,569930,1058376,14.9,5191568,20260705T184123Z
meta_tower_8d,congressout118,val,0.6188918876526233,0.6796972557204247,0.6669750536066685,0.2079259504215386,-0.0436285839812038,0.7884214999776373,0.5494195722726138,288408,511719,17.3,792de30,20260705T193248Z
meta_tower_8d,congressout118,test,0.7173712945358145,0.5857596452876457,0.6379969883277276,0.2409406153521151,-0.1827595844099808,0.824060913790062,0.5141237289696268,380105,582331,17.3,792de30,20260705T193248Z
text_tower_8d,congressout118,val,0.634687727482357,0.6841508718652229,0.6821989166352039,0.2128111381522499,-0.0291175590405786,0.8277967403272593,0.5630669052176084,288408,511719,20.7,792de30,20260705T193318Z
text_tower_8d,congressout118,test,0.7414114312857053,0.6443311450017258,0.6739236705565294,0.2356762711293597,-0.0155233364876857,0.8746425434161554,0.5774904302758448,380105,582331,20.7,792de30,20260705T193318Z
text_tower_mq_8d,congressout118,val,0.6504357085570105,0.6478751033281938,0.5793043924845965,0.2265133824717631,-0.1473133273480927,0.7916707085171417,0.5129608055255055,288408,511719,72.0,792de30,20260705T193352Z
text_tower_mq_8d,congressout118,test,0.7196509071932133,0.5925238395345602,0.6278117151303712,0.248711300584624,-0.1634461218626042,0.794063731199407,0.5363544283816314,380105,582331,72.0,792de30,20260705T193352Z
notext_mq_16d_tcal,forecast108_119,val,0.5019729578675272,0.7089328532868785,0.8010459507391785,0.1721035247499677,0.0699856030664551,0.5554308521591442,0.6630528742256159,416460,696877,63.0,6c8db43,20260705T202114Z
notext_mq_16d_tcal,forecast108_119,test,0.4391886261605681,0.764503134107298,0.828424787093751,0.1471593445868033,0.1063820417689606,0.5092468100100238,0.6993801652892562,353320,689351,63.0,6c8db43,20260705T202114Z
emb2_mlp_mq_16d_rcal,regimeA_seed42,test,0.3695425110146433,0.8067161386879521,0.890256803726645,0.1247598252147969,0.2976626176759388,0.3763611876658254,0.781023985401716,569930,1058376,142.7,44b18ab,20260709T033018Z
notext_mq_16d_rcal,regimeA_seed42,test,0.5329823096198599,0.7040701981148476,0.7622165778177808,0.18355231534460956,-0.07532290071618383,0.5915073816996731,0.6380029126383941,569930,1058376,91.3,44b18ab,20260709T033314Z
